Test_ID	Gene	Locus	GO_Term	ConstantCO2_LowpH	ConstantCO2_HighpH	pH7_LowCO2_2	pH7_MidCO2	pH7_HighCO2	pH8_LowCO2	pH8_MidCO2
XLOC_030719	EMIHUDRAFT_453634	EMIHUscaffold_88:417337-419810	None	6.34528	6.52247	8.13088	10.463	12.0765	8.84455	9.41786
XLOC_022695	EMIHUDRAFT_213710	EMIHUscaffold_58:518708-528307	binding	0.997602	2.04504	2.24336	3.04442	3.59237	1.91813	2.45894
XLOC_001977	EMIHUDRAFT_466517	EMIHUscaffold_104:359051-360623	None	5.10978	6.67859	4.85664	8.52776	9.65311	4.88101	6.5341
XLOC_003270	EMIHUDRAFT_448904	EMIHUscaffold_11:946096-947595	chromatin modification	26.8443	15.4158	15.6362	22.5729	24.2895	21.5711	29.0187
XLOC_011626	EMIHUDRAFT_463748	EMIHUscaffold_32:423767-427367	transferase activity, transferring acyl groups	12.542	9.20027	12.9317	9.60257	9.76461	10.0193	11.3869
XLOC_003273	EMIHUDRAFT_433467	EMIHUscaffold_11:987335-989471	lipid metabolic process	134.461	164.367	143.462	79.0937	88.3435	86.4519	100.185
XLOC_006354	EMIHUDRAFT_457403	EMIHUscaffold_243:126548-130188	oxidation-reduction process	2.28796	2.08534	2.2797	1.90766	2.30176	1.84985	1.88182
XLOC_011621	EMIHUDRAFT_53056	EMIHUscaffold_32:375728-377829	None	26.3213	24.3291	25.8995	13.7921	15.8921	18.9191	18.1125
XLOC_003276	-	EMIHUscaffold_11:997539-1001492	None	32.9276	28.7863	29.8528	30.31	26.2721	35.9951	29.1718
XLOC_011623	EMIHUDRAFT_207694	EMIHUscaffold_32:408717-410796	None	7.31986	12.7077	10.7411	15.7532	14.9678	8.54462	12.2816
XLOC_003279	EMIHUDRAFT_448915	EMIHUscaffold_11:1020070-1023245	chromatin binding	64.7462	71.7586	57.9838	65.4271	61.1001	73.2197	75.9889
XLOC_018901	EMIHUDRAFT_464453	EMIHUscaffold_47:725744-734986	protein glycosylation	59.8811	55.3382	63.8869	44.303	38.6393	58.2354	55.0909
XLOC_011629	-	EMIHUscaffold_32:441882-442438	None	126.802	142.669	99.2613	43.4766	71.2591	57.9571	80.5941
XLOC_039379	EMIHUDRAFT_229480	KB864413:44626-46247	None	44.5653	32.5854	39.6881	32.1963	30.1436	33.848	33.0821
XLOC_025973	EMIHUDRAFT_432792	EMIHUscaffold_7:82872-86255	None	11.0578	13.8698	12.4573	8.76477	9.05192	13.1836	9.88725
XLOC_001810	EMIHUDRAFT_466458	EMIHUscaffold_103:195482-197072	oxidoreductase activity	18.347	15.9725	17.779	11.1325	14.1409	14.6239	15.8042
XLOC_025975	EMIHUDRAFT_461703	EMIHUscaffold_7:92670-101001	protein binding	8.63968	7.3341	6.94445	5.43495	5.87493	7.85587	7.02128
XLOC_025974	EMIHUDRAFT_414694	EMIHUscaffold_7:88779-90108	nucleotide binding	123.185	145.147	103.302	181.535	181.902	114.841	174.115
XLOC_001819	Lhcf63	EMIHUscaffold_103:270766-271961	None	201.035	275.869	178.993	232.436	192.336	214.463	217.553
XLOC_014906	EMIHUDRAFT_419333	EMIHUscaffold_387:12344-14976	hydrolase activity, hydrolyzing O-glycosyl compounds	3.08266	2.43172	2.71831	1.32259	1.89439	1.74856	1.90257
XLOC_043438	EMIHUDRAFT_99476	KB864748:317370-320672	None	21.3582	18.4591	21.7471	9.72988	11.7254	12.9369	13.3098
XLOC_037798	EMIHUDRAFT_423492	KB864284:231764-232966	glycolipid transport	447.294	370.003	333.929	371.101	363.591	319.705	356.177
XLOC_043437	EMIHUDRAFT_99474	KB864748:304983-306783	metal ion binding	19.9102	22.0569	15.4573	13.9158	15.5415	14.2069	18.6765
XLOC_004179	EMIHUDRAFT_446894	EMIHUscaffold_1154:5719-7327	integral component of membrane	5.43218	5.89619	5.35451	5.33292	4.60894	5.15654	5.32664
XLOC_003704	EMIHUDRAFT_446857	EMIHUscaffold_1125:3356-4936	None	4.38947	4.70727	6.65223	5.30554	6.47988	5.42161	4.27027
XLOC_045236	EMIHUDRAFT_114150	KB864921:76452-81901	D-ribose metabolic process	15.5605	15.4226	15.7603	15.7187	17.0394	16.5003	16.4856
XLOC_041563	EMIHUDRAFT_442110	KB864577:215723-216340	None	103.197	139.131	112.024	70.6937	73.0968	120.917	117.545
XLOC_041564	EMIHUDRAFT_112613	KB864577:219326-220539	None	43.8786	56.0799	45.7297	19.6007	23.7703	30.2941	31.276
XLOC_010577	EMIHUDRAFT_239976	EMIHUscaffold_300:15218-17291	None	6.50004	5.66309	4.82463	7.71666	7.27421	8.99409	7.4006
XLOC_010574	EMIHUDRAFT_240021	EMIHUscaffold_300:122889-125481	nucleotide binding	1.83184	1.72583	1.54996	1.52203	1.41483	1.60316	1.36035
XLOC_009197	EMIHUDRAFT_457886	EMIHUscaffold_282:100036-103982	None	7.86486	6.82561	7.05242	8.54784	7.15276	7.957	7.59854
XLOC_007080	EMIHUDRAFT_457509	EMIHUscaffold_251:81317-86117	protein binding	27.5491	30.226	20.9866	18.2427	24.2764	18.8469	24.7046
XLOC_004263	-	EMIHUscaffold_22:161273-162652	None	6.53286	5.04438	3.77184	4.03065	4.01485	3.47949	3.50184
XLOC_021897	Lhcf59	EMIHUscaffold_550:29795-31491	None	125.776	243.473	136.133	138.15	135.681	122.226	135.736
XLOC_007089	-	EMIHUscaffold_251:35105-36685	None	9.5512	5.63395	7.44935	3.48609	4.83335	3.74417	4.76386
XLOC_005029	EMIHUDRAFT_450133	EMIHUscaffold_23:25189-28738	binding	2.43673	2.27394	2.21243	2.933	2.9305	2.61329	2.79533
XLOC_013907	-	EMIHUscaffold_361:32615-35388	None	34.5151	32.7695	32.5133	38.4379	33.7518	38.8549	40.2487
XLOC_013909	EMIHUDRAFT_242478	EMIHUscaffold_361:41834-44832	None	2.1644	2.57919	2.42622	2.86251	2.49801	2.1394	2.07621
XLOC_013908	EMIHUDRAFT_444795	EMIHUscaffold_361:37893-39556	None	67.6795	41.094	82.9401	120.57	79.7985	125.622	90.5258
XLOC_007557	-	EMIHUscaffold_26:583514-585036	None	28.2097	14.3899	20.8547	27.5493	23.5177	14.0385	33.2619
XLOC_007556	EMIHUDRAFT_206339	EMIHUscaffold_26:569260-571344	zinc ion binding	11.9959	12.8634	11.1206	9.78091	11.7322	12.3332	10.8465
XLOC_018430	EMIHUDRAFT_464402	EMIHUscaffold_46:563909-566265	calcium ion binding	19.8926	15.8312	20.5049	21.276	18.4462	22.9217	20.9127
XLOC_042142	EMIHUDRAFT_232186	KB864645:94449-108454	None	13.9683	14.6158	11.9013	10.2624	10.8738	13.86	13.4065
XLOC_042145	EMIHUDRAFT_442307	KB864645:113789-115984	UDP-galactopyranose mutase activity	26.8984	23.2272	24.247	15.671	16.9382	17.1833	18.1694
XLOC_002694	-	EMIHUscaffold_108:71222-73212	None	3.19169	2.65657	3.04675	3.40149	2.68961	3.43242	3.27733
XLOC_042147	EMIHUDRAFT_442311	KB864645:165519-168859	None	3.46979	3.65643	3.7694	3.67943	2.95439	5.0401	3.94237
XLOC_008704	-	EMIHUscaffold_277:35174-37652	None	8.75183	6.29439	10.9047	13.3281	14.0094	15.9994	10.4813
XLOC_016360	EMIHUDRAFT_436316	EMIHUscaffold_40:503189-505644	transferase activity, transferring glycosyl groups	14.6806	11.0815	26.4618	51.4603	29.4239	44.2672	28.1645
XLOC_023466	EMIHUDRAFT_446042	EMIHUscaffold_602:24285-26603	None	17.1859	17.9888	25.9667	18.3502	19.4525	23.3467	19.2745
XLOC_041172	-	KB864557:211508-214310	None	32.1624	33.4164	35.4369	21.0531	22.6009	26.5815	28.3238
XLOC_024208	EMIHUDRAFT_437718	EMIHUscaffold_63:597385-600117	None	34.8622	41.3998	35.5833	35.2462	39.5205	36.5885	45.5857
XLOC_015423	EMIHUDRAFT_458909	EMIHUscaffold_397:63473-68111	None	6.81272	4.46095	4.93072	5.55295	4.50602	5.91061	6.47651
XLOC_020048	EMIHUDRAFT_461557	EMIHUscaffold_5:911782-914298	serine-type carboxypeptidase activity	10.1281	13.3508	11.5886	7.1832	8.47462	8.23555	9.34599
XLOC_027019	EMIHUDRAFT_50949	EMIHUscaffold_72:155903-159554	hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides	11.9975	10.5447	8.76067	12.1657	13.0879	11.7677	12.2266
XLOC_027017	EMIHUDRAFT_217038	EMIHUscaffold_72:136709-138774	None	2.62351	3.43891	2.86692	2.96811	2.74594	2.75964	3.19527
XLOC_027011	EMIHUDRAFT_217027	EMIHUscaffold_72:100287-103658	transmembrane transporter activity	1.61689	1.56795	1.41845	1.19144	1.57212	1.2025	1.25941
XLOC_022757	EMIHUDRAFT_464855	EMIHUscaffold_58:313806-315445	None	3.92816	2.76737	3.494	3.0797	2.95692	3.15755	3.60807
XLOC_022750	EMIHUDRAFT_67081	EMIHUscaffold_58:229675-232188	ATP biosynthetic process	3.07939	3.60181	2.60368	1.93366	1.81215	2.43559	1.84348
XLOC_022751	EMIHUDRAFT_67113	EMIHUscaffold_58:233520-236291	None	6.47899	7.60225	6.16056	6.71993	7.98091	10.5468	8.40574
XLOC_017859	-	EMIHUscaffold_4451:204-1124	None	21.024	18.3076	21.8519	16.336	14.1798	23.7469	21.7347
XLOC_022758	EMIHUDRAFT_437355	EMIHUscaffold_58:326614-328466	protein binding	8.25121	10.0814	9.22078	10.2268	8.78644	11.0374	9.20493
XLOC_029079	EMIHUDRAFT_198604	EMIHUscaffold_8:878428-881881	transaminase activity	23.5768	29.1855	31.2645	35.675	39.8861	24.1054	35.657
XLOC_042292	EMIHUDRAFT_51353	KB864654:637840-640364	tRNA (guanine-N2-)-methyltransferase activity	8.32682	17.8146	10.7215	18.1453	19.9507	12.0796	17.4225
XLOC_001258	EMIHUDRAFT_433357	EMIHUscaffold_10:1094684-1096507	None	7.14955	5.67211	10.8884	17.2603	11.7104	20.2216	14.2067
XLOC_042297	EMIHUDRAFT_449660	KB864654:668751-671074	sequence-specific DNA binding	73.9885	76.6738	53.0703	73.2084	75.0751	60.8402	69.5947
XLOC_000028	EMIHUDRAFT_193794	EMIHUscaffold_1:225308-226811	None	15.0137	17.5215	15.8218	23.3165	21.4797	18.9794	18.5304
XLOC_000023	ALDH6	EMIHUscaffold_1:168724-172064	None	62.2814	79.579	58.3294	65.6486	61.8791	58.9312	66.3257
XLOC_032018	EMIHUDRAFT_220888	EMIHUscaffold_93:452954-456035	None	16.4432	13.2503	15.5909	8.46825	10.3835	6.25218	9.14013
XLOC_004859	EMIHUDRAFT_235881	EMIHUscaffold_227:113928-117802	None	26.3219	24.0463	21.6376	26.8709	22.6606	28.9719	28.5873
XLOC_021313	EMIHUDRAFT_437110	EMIHUscaffold_53:354141-355246	None	4.61907	4.17745	6.22952	9.74873	6.58088	10.0258	6.64081
XLOC_028634	EMIHUDRAFT_453331	EMIHUscaffold_79:309607-311739	None	12.1305	11.3667	9.73616	12.2883	12.2315	11.9624	11.931
XLOC_017379	EMIHUDRAFT_210405	EMIHUscaffold_43:467600-471841	protein binding	3.96433	3.83264	3.65158	3.3134	3.65862	3.7135	3.96887
XLOC_028320	EMIHUDRAFT_438515	EMIHUscaffold_78:496260-498505	None	41.0604	27.7109	25.5123	25.8155	24.7093	31.1685	23.677
XLOC_011433	EMIHUDRAFT_444366	EMIHUscaffold_315:35346-36432	None	4.10052	5.21431	5.15369	5.07233	6.32199	5.88947	5.20718
XLOC_011435	EMIHUDRAFT_469719	EMIHUscaffold_315:48513-52520	hydrolase activity, hydrolyzing O-glycosyl compounds	1.79394	1.28488	1.68641	0.986291	1.14343	1.20576	1.35093
XLOC_010812	EMIHUDRAFT_458166	EMIHUscaffold_306:80257-86749	DNA metabolic process	7.48114	2.38447	3.17248	4.40994	4.66458	2.3717	5.67859
XLOC_028322	EMIHUDRAFT_416928	EMIHUscaffold_78:516145-517020	None	29.7559	34.3851	29.7291	35.1185	31.4518	24.6275	35.5955
XLOC_023804	EMIHUDRAFT_470908	EMIHUscaffold_617:35173-38256	integral component of membrane	5.73156	4.07083	5.21672	5.20765	4.43549	4.90998	5.20593
XLOC_001649	EMIHUDRAFT_454126	EMIHUscaffold_102:352511-355719	None	30.453	36.2896	28.3016	44.3496	42.7262	30.7358	35.3562
XLOC_001646	-	EMIHUscaffold_102:331102-335223	None	13.4735	13.9567	12.5146	11.2139	8.64485	12.2562	10.0592
XLOC_001645	EMIHUDRAFT_108303	EMIHUscaffold_102:321483-327279	None	13.2644	10.965	12.539	11.6584	9.2721	9.14526	9.13636
XLOC_014481	EMIHUDRAFT_458727	EMIHUscaffold_372:77608-79874	None	12.9413	11.8008	8.75381	12.4495	11.5313	11.8445	12.5381
XLOC_005951	NAR4	EMIHUscaffold_24:578644-579562	None	123.574	113.939	106.884	62.4574	68.8853	63.2584	76.2373
XLOC_024330	EMIHUDRAFT_446144	EMIHUscaffold_633:10471-11767	None	11.8053	14.3729	12.6774	8.22889	10.1919	10.4139	11.633
XLOC_033491	EMIHUDRAFT_122210	KB864018:3371-9680	None	12.8201	11.9419	14.126	12.0955	12.5856	13.8896	14.3495
XLOC_033495	EMIHUDRAFT_446916	KB864019:0-855	None	11.6992	8.01612	12.34	26.2538	17.5432	21.1727	16.4239
XLOC_031388	EMIHUDRAFT_453702,EMIHUDRAFT_54121	EMIHUscaffold_90:291234-296198	None	11.3621	13.0101	11.098	14.3428	12.2392	12.499	13.7837
XLOC_025560	EMIHUDRAFT_465321	EMIHUscaffold_68:220254-225203	condensin complex	73.9798	22.0501	30.8185	44.2574	50.7249	26.2657	54.3693
XLOC_038860	EMIHUDRAFT_71492	KB864358:164016-166375	None	40.5959	43.5566	44.2643	59.4722	58.9811	48.9372	63.2314
XLOC_007313	EMIHUDRAFT_254625	EMIHUscaffold_2558:1065-1896	None	71.1084	46.3073	65.9219	86.6665	74.8466	93.6762	76.7246
XLOC_038717	EMIHUDRAFT_441315	KB864347:47602-49719	None	15.5881	17.0601	15.1849	17.6629	14.9744	18.5304	16.0101
XLOC_044177	-	KB864823:302-1591	None	13.8241	12.4166	13.1008	10.9876	10.7328	18.2302	10.6832
XLOC_035548	-	KB864151:495305-499589	None	9.85959	10.3158	8.70057	10.2967	11.0195	11.0087	10.6161
XLOC_030525	-	EMIHUscaffold_87:293040-294264	None	4.19833	4.77819	3.7333	4.56092	4.82572	4.01093	5.17771
XLOC_030522	-	EMIHUscaffold_87:54952-56656	None	3.38127	3.66869	4.50394	5.05408	5.12552	5.23095	2.9877
XLOC_019624	EMIHUDRAFT_459412	EMIHUscaffold_499:7478-11486	chromatin binding	1.46829	1.51249	1.16733	1.71474	1.97703	1.69228	1.7857
XLOC_013281	-	EMIHUscaffold_35:867893-868908	None	8.57746	7.6304	5.99066	7.05214	7.84182	6.15895	4.86566
XLOC_013283	EMIHUDRAFT_117574	EMIHUscaffold_350:2874-5862	metal ion binding	35.1162	29.6969	26.3985	47.5913	42.5314	28.5867	64.4027
XLOC_027344	EMIHUDRAFT_358846	EMIHUscaffold_73:497737-498761	None	42.3732	27.7371	65.7054	64.008	59.1151	87.4528	55.1569
XLOC_033875	-	KB864046:673127-679665	None	4.3428	4.9009	4.56236	6.14678	6.23569	5.37216	5.37513
XLOC_018572	EMIHUDRAFT_119187	EMIHUscaffold_461:10279-11494	L-ascorbic acid binding	6.33838	4.9924	6.04683	6.976	9.54663	5.69592	6.70299
XLOC_018570	dddD1	EMIHUscaffold_461:50616-54454	None	1.92446	1.56191	1.77325	2.13981	1.76162	2.22972	1.42177
XLOC_018575	EMIHUDRAFT_316549	EMIHUscaffold_461:42447-44582	None	10.2575	7.41962	17.7129	26.1761	18.1046	29.5241	17.9194
XLOC_018574	-	EMIHUscaffold_461:26039-27595	None	28.6907	29.2163	25.3615	17.328	19.4636	19.8519	19.9066
XLOC_033878	EMIHUDRAFT_433590	KB864046:709819-711014	None	51.5691	24.3898	86.0457	100.44	78.2641	124.608	72.0217
XLOC_015992	EMIHUDRAFT_461392	EMIHUscaffold_4:1387138-1390570	cysteine-type peptidase activity	2.29964	2.33454	2.37271	2.70751	2.44255	2.37186	2.51234
XLOC_010743	EMIHUDRAFT_116687	EMIHUscaffold_304:61112-63159	None	4.1852	4.73227	4.72989	4.90607	5.65441	4.27956	5.00315
XLOC_031653	EMIHUDRAFT_220462	EMIHUscaffold_91:275804-279749	None	2.53936	3.18637	2.97444	3.29784	3.27437	3.44515	3.04811
XLOC_010745	EMIHUDRAFT_469619	EMIHUscaffold_304:83919-87818	mRNA transport	13.8201	16.6953	13.3099	19.6641	20.9307	14.874	20.2699
XLOC_015995	EMIHUDRAFT_448002	EMIHUscaffold_4:1415922-1417680	nucleotide binding	61.3411	38.5517	47.3874	87.994	116.364	47.5032	99.4191
XLOC_010749	EMIHUDRAFT_444252	EMIHUscaffold_304:100872-103354	None	9.88576	3.39487	12.1536	16.243	9.83703	18.4838	9.06876
XLOC_002840	EMIHUDRAFT_108811	EMIHUscaffold_109:198815-201207	None	8.51672	5.0828	7.46089	6.74076	7.30679	6.87439	6.38398
XLOC_041993	EMIHUDRAFT_231934	KB864624:23326-24972	zinc ion binding	7.53422	8.22483	6.91847	8.77851	9.06171	6.91117	9.36706
XLOC_041996	EMIHUDRAFT_442238	KB864624:37235-39234	protein binding	2.55336	3.19239	3.11026	2.55049	2.66415	3.09331	3.14442
XLOC_041995	EMIHUDRAFT_112845	KB864624:34450-36884	None	4.15657	3.38368	6.41154	3.21208	2.45846	5.03557	2.16047
XLOC_041999	EMIHUDRAFT_442242	KB864624:50203-51559	phosphoric ester hydrolase activity	24.3502	12.1791	19.6169	6.59657	8.78766	12.1711	14.8624
XLOC_009926	-	EMIHUscaffold_3:512253-517517	None	5.1648	5.55333	5.91237	3.2102	2.59806	5.4607	3.78885
XLOC_007767	EMIHUDRAFT_443720	EMIHUscaffold_260:116594-118228	None	172.385	145.572	179.554	73.0811	102.001	98.1429	100.272
XLOC_007762	-	EMIHUscaffold_260:94063-95498	None	5.00888	4.50697	2.79887	3.51411	4.45069	3.67917	4.22549
XLOC_009920	EMIHUDRAFT_95402	EMIHUscaffold_3:487473-493133	None	5.56189	7.48843	7.93324	6.73039	7.63373	6.52258	8.29898
XLOC_020862	EMIHUDRAFT_470677	EMIHUscaffold_518:2280-4908	None	5.0063	5.68766	6.64471	7.19113	6.55769	6.37155	6.5796
XLOC_012422	EMIHUDRAFT_368944	EMIHUscaffold_338:100018-100924	None	11.7207	12.3571	9.16959	10.969	10.6938	11.5984	11.4628
XLOC_007768	-	EMIHUscaffold_260:118495-120070	None	24.6771	19.9756	15.6363	24.7966	26.4417	21.0127	20.4354
XLOC_007769	EMIHUDRAFT_457623	EMIHUscaffold_260:120618-123949	binding	20.5776	19.0876	18.5848	23.2329	22.3513	22.2974	24.6538
XLOC_030384	EMIHUDRAFT_250081	EMIHUscaffold_869:8151-12698	None	3.0143	3.44797	3.12537	2.08518	2.66811	3.79935	2.65709
XLOC_022038	EMIHUDRAFT_416424	EMIHUscaffold_56:99007-101211	protein complex	371.365	167.888	168.679	328.657	265.407	174.928	365.225
XLOC_037713	EMIHUDRAFT_455434	KB864273:147945-151200	protein binding	6.55958	5.91138	6.81974	3.29569	3.97384	6.5478	5.1202
XLOC_043843	EMIHUDRAFT_233434	KB864758:181595-184818	ATP binding	13.3505	6.60273	6.7576	8.50641	7.82487	5.7948	11.1574
XLOC_043842	UBA1	KB864758:166128-173112	None	8.60655	6.13886	7.49369	8.78486	8.71757	6.15224	6.36119
XLOC_006549	EMIHUDRAFT_115273	EMIHUscaffold_246:143910-146918	protein ubiquitination	6.61816	2.24016	3.16601	4.95917	4.46127	2.52072	5.30812
XLOC_043598	EMIHUDRAFT_462926	KB864748:565288-571865	None	5.87414	6.96033	5.99015	7.73983	7.53427	4.88526	7.56183
XLOC_043845	EMIHUDRAFT_233436	KB864758:186755-188973	nucleotide binding	12.2913	10.5656	10.1266	11.2216	11.0646	10.0104	9.49811
XLOC_008787	EMIHUDRAFT_254840	EMIHUscaffold_2781:9-697	GTP cyclohydrolase II activity	38.2923	40.9049	33.2409	44.7362	43.3004	40.8857	38.1706
XLOC_043591	-	KB864748:509506-512433	None	4.32702	4.32645	3.9805	4.0011	3.79467	4.18034	4.22133
XLOC_008780	-	EMIHUscaffold_278:42765-43769	None	7.86866	11.2923	7.71137	8.76448	9.5363	7.12365	8.52984
XLOC_009251	EMIHUDRAFT_239207	EMIHUscaffold_284:62852-65015	None	12.1507	11.4324	8.51412	9.48758	8.94641	10.4037	9.49008
XLOC_009253	EMIHUDRAFT_457905	EMIHUscaffold_284:68780-76429	regulation of pH	22.2269	30.4159	26.0325	20.4444	19.0982	26.9179	24.5058
XLOC_032384	EMIHUDRAFT_312577	EMIHUscaffold_95:183007-186100	GTPase activity	36.6417	33.4453	27.5472	39.2359	37.9728	27.1147	41.392
XLOC_032385	EMIHUDRAFT_453885	EMIHUscaffold_95:192281-197481	zinc ion binding	35.826	29.1725	27.5667	25.5521	24.6873	25.7836	27.9718
XLOC_032832	TXR1	EMIHUscaffold_97:54659-57797	None	97.9135	75.8858	83.473	97.3588	115.844	71.6087	93.2379
XLOC_032833	NAR3	EMIHUscaffold_97:90523-92476	None	373.389	273.601	318.83	182.763	192.763	164.478	214.798
XLOC_032830	EMIHUDRAFT_466261	EMIHUscaffold_97:45293-47408	heme O biosynthetic process	50.5008	54.2758	44.6546	42.3771	45.0723	40.9622	52.0642
XLOC_032383	EMIHUDRAFT_453884	EMIHUscaffold_95:176058-178161	None	33.3613	34.51	28.5312	36.8216	38.3587	34.355	39.4897
XLOC_001000	EMIHUDRAFT_199561	EMIHUscaffold_10:625378-627005	chromatin binding	11.3091	18.9988	17.2649	7.12238	7.5157	16.1952	9.97773
XLOC_001003	EMIHUDRAFT_199568	EMIHUscaffold_10:636735-639128	chromatin binding	13.7479	5.1262	7.18918	11.1399	9.75385	4.90607	13.5325
XLOC_014242	EMIHUDRAFT_65600	EMIHUscaffold_37:409459-416231	None	4.01252	4.61042	3.9134	3.7812	3.27987	5.20778	4.50578
XLOC_001009	-	EMIHUscaffold_10:657743-660057	None	2.49781	2.71238	2.76728	3.03297	3.00136	2.93803	3.23573
XLOC_040164	EMIHUDRAFT_364165	KB864468:259294-260810	None	73.1778	68.6995	56.0864	80.4289	60.4229	81.1646	73.4458
XLOC_040163	-	KB864468:246504-258415	None	66.8824	63.1384	56.7967	75.0506	53.2151	74.5621	67.1277
XLOC_011197	EMIHUDRAFT_450768	EMIHUscaffold_31:868268-871484	protein catabolic process	2.39814	1.97537	2.18108	1.41595	1.21548	1.74617	1.63166
XLOC_011193	EMIHUDRAFT_310412	EMIHUscaffold_31:837934-841709	small-subunit processome	6.71437	13.3789	11.1146	18.576	21.789	10.5274	17.934
XLOC_038357	-	KB864346:137847-138996	None	74.6802	72.0277	57.2857	83.1961	85.8226	70.3373	71.3258
XLOC_009074	EMIHUDRAFT_101287	EMIHUscaffold_28:967426-969902	protein binding	2.25102	4.65944	4.77032	6.4727	6.91355	4.24422	5.22955
XLOC_025368	EMIHUDRAFT_459866	EMIHUscaffold_671:10906-12646	None	11.6122	12.0692	13.2207	14.072	12.3812	14.354	13.6895
XLOC_028205	EMIHUDRAFT_460033	EMIHUscaffold_774:16827-17991	None	24.6089	16.8034	39.2909	45.0727	30.8782	53.9167	31.9735
XLOC_014104	-	EMIHUscaffold_3667:52-950	None	15.7874	18.4935	15.4934	22.0323	25.3633	18.5588	25.6949
XLOC_045192	EMIHUDRAFT_114133	KB864921:7560-10044	None	3.83865	5.12386	4.8151	4.42499	4.41249	6.11582	5.26794
